model,ko,split,n_real_ko_cells,norm_delta_real,norm_delta_pred,pcc_all,expr_pcc_all,pcc_DE20,mse_DE20,expr_pcc_DE20,pcc_DE50,mse_DE50,expr_pcc_DE50,pcc_DE100,mse_DE100,expr_pcc_DE100,pcc_DE500,mse_DE500,expr_pcc_DE500,pcc_DE1000,mse_DE1000,expr_pcc_DE1000,mse_all,cos_sim_delta,cos_sim_expr,per_cell_pcc_DE20,per_cell_pcc_DE50,per_cell_pcc_DE100,per_cell_pcc_DE500,per_cell_pcc_DE1000,per_cell_pcc_all,spread_pred,mmd2_pred_vs_real_DE100,spread_real
ntc_identity_loko__EP400_SMARCA4,DMAP1,val_test,46,4.832782745361328,0.0,,0.9453277587890625,,0.42121315002441406,0.3547847270965576,,0.27664715051651,0.4189353287220001,,0.18034014105796814,0.6094892621040344,,0.046332139521837234,0.9092830419540405,,0.023348640650510788,0.9353092908859253,0.011677894741296768,,0.9529407024383545,-0.01560022309422493,-0.006643758155405521,-0.0030204392969608307,-0.0011891369940713048,-0.0009609567932784557,-0.0007466060924343765,0.1973341703414917,0.03688100663616127,0.18753986060619354
linear_mf_loko__EP400_SMARCA4,DMAP1,all,231,4.915103912353516,5.090266227722168,0.994621992111206,0.9994633197784424,0.9929260611534119,0.0023947462905198336,0.9940576553344727,0.9975430965423584,0.0013466548407450318,0.9983769059181213,0.9973607063293457,0.001072367769666016,0.9984624981880188,0.9952698349952698,0.0005317390896379948,0.999218761920929,0.9947031736373901,0.0003564893559087068,0.9993805885314941,0.0002411254681646824,0.9909753799438477,0.9991435408592224,0.3696022033691406,0.501111626625061,0.4682649075984955,0.34524857997894287,0.33174917101860046,0.32977592945098877,0.21215559542179108,0.011016200939767889,0.1996757835149765
mean_pert_loko__EP400_SMARCA4,DMAP1,all,231,4.915103912353516,2.0091867446899414,0.5833544731140137,0.9674410820007324,0.6697870492935181,0.36420923471450806,0.766851544380188,0.7775863409042358,0.20606538653373718,0.813999593257904,0.7038586735725403,0.12884968519210815,0.8136835098266602,0.5930930376052856,0.03289000317454338,0.9463801980018616,0.5834044814109802,0.01660916768014431,0.9615711569786072,0.008315587416291237,0.5854925513267517,0.9720500707626343,0.08105172961950302,0.13176903128623962,0.12327666580677032,0.08728432655334473,0.08329552412033081,0.08267660439014435,0.21215558052062988,0.017892327365293663,0.1996757835149765
ntc_identity_loko__EP400_SMARCA4,DMAP1,all,231,4.915103912353516,0.0,,0.950490415096283,,0.531522274017334,0.6779139041900635,,0.3227153420448303,0.6634343862533569,,0.20018917322158813,0.6847487688064575,,0.048192765563726425,0.9176782369613647,,0.024154065176844597,0.9415530562400818,0.012079122476279736,,0.9574987888336182,-0.02089957520365715,-0.009705662727355957,-0.002933870069682598,0.002260771347209811,0.003329637460410595,0.003558441996574402,0.21215558052062988,0.02116129358752511,0.1996757835149765
linear_mf_loko_HELDOUT__EP400_SMARCA4,EP400,heldout,166,4.479521751403809,4.850263595581055,0.7847834229469299,0.9788373708724976,0.8514673113822937,0.050486970692873,0.9464769959449768,0.8959450125694275,0.03974217548966408,0.9557285308837891,0.8797329664230347,0.03398781642317772,0.9518689513206482,0.8048359155654907,0.016526684165000916,0.9696599841117859,0.7948893308639526,0.008938295766711235,0.9765242338180542,0.004791012033820152,0.7826520800590515,0.9815530180931091,0.3686816692352295,0.4177229702472687,0.36741721630096436,0.2651381194591522,0.25341683626174927,0.24799573421478271,0.2121555507183075,0.013916546338666028,0.21527525782585144
mean_pert_loko_HELDOUT__EP400_SMARCA4,EP400,heldout,166,4.479521751403809,2.0091867446899414,0.5329141616821289,0.9678590297698975,0.6569869518280029,0.22193074226379395,0.9017733931541443,0.7178990840911865,0.14723844826221466,0.8778684735298157,0.677240788936615,0.10215222090482712,0.8558897972106934,0.5642485618591309,0.027889814227819443,0.9482574462890625,0.5354006290435791,0.01440739631652832,0.9619073271751404,0.007232430391013622,0.5354376435279846,0.9726065993309021,0.10072949528694153,0.12111825495958328,0.10653652995824814,0.07837589830160141,0.07515628635883331,0.07375934720039368,0.21215558052062988,0.017168047410721088,0.21527525782585144
ntc_identity_loko_HELDOUT__EP400_SMARCA4,EP400,heldout,166,4.479521751403809,0.0,,0.9547370076179504,,0.3621944785118103,0.8333473801612854,,0.2386077344417572,0.781642735004425,,0.15814556181430817,0.7684792280197144,,0.03991318494081497,0.9249563813209534,,0.020059818401932716,0.9462291598320007,0.010033058002591133,,0.9613242745399475,-0.012677555903792381,-0.006748927757143974,-0.005220444407314062,0.0010131141170859337,0.0016460593324154615,0.0018723792163655162,0.21215558052062988,0.019569059088900137,0.21527525782585144
linear_mf_loko__EP400_SMARCA4,EZH2,test,20,4.351660251617432,3.15293550491333,0.6561539769172668,0.9739481806755066,0.8863542079925537,0.11127249151468277,0.8264257907867432,0.8529660701751709,0.07435527443885803,0.8861275315284729,0.819023072719574,0.053645048290491104,0.9147052764892578,0.6943565607070923,0.019554078578948975,0.9618179798126221,0.6625401377677917,0.010688619688153267,0.969712495803833,0.0054405019618570805,0.6558412909507751,0.9774447083473206,0.3446863889694214,0.28942880034446716,0.2393713891506195,0.15696460008621216,0.1427554190158844,0.14072884619235992,0.1879892498254776,0.05906827660897956,0.16227145493030548
mean_pert_loko__EP400_SMARCA4,EZH2,test,20,4.351660251617432,2.4465126991271973,0.1424252688884735,0.9468775987625122,0.4199002683162689,0.2862258553504944,0.4818045496940613,0.22607052326202393,0.21385665237903595,0.6254938244819641,0.2195599377155304,0.14236003160476685,0.7579551935195923,0.15167655050754547,0.041861966252326965,0.9160799980163574,0.1442517340183258,0.021727383136749268,0.9375122785568237,0.010947706177830696,0.14215879142284393,0.9541612267494202,0.09286827594041824,0.04586508870124817,0.04238414019346237,0.02690562605857849,0.024810029193758965,0.02446751669049263,0.1879892498254776,0.06543725952001783,0.16227145493030548
ntc_identity_loko__EP400_SMARCA4,EZH2,test,20,4.351660251617432,0.0,,0.9544582962989807,,0.32815220952033997,0.4488038122653961,,0.21765752136707306,0.6515253186225891,,0.1411072015762329,0.7703287601470947,,0.03745841234922409,0.9263896942138672,,0.018935948610305786,0.9461003541946411,0.009468472562730312,,0.9606500864028931,-0.0044525135308504105,-0.0030426529701799154,-0.0028046108782291412,-0.0011957999086007476,-0.0008634281693957746,-0.0008530892664566636,0.1879892498254776,0.06573816294301213,0.16227145493030548
linear_mf_loko__EP400_SMARCA4,EZH2,val_test,40,3.8650553226470947,3.0111660957336426,0.7618408203125,0.9853172302246094,0.9448453783988953,0.0493965819478035,0.9350162744522095,0.9255907535552979,0.0373208224773407,0.942395806312561,0.8957498073577881,0.029017258435487747,0.9507942795753479,0.7974423766136169,0.011078539304435253,0.9790771007537842,0.7700060606002808,0.006111368536949158,0.9831326603889465,0.0031329456251114607,0.7621322870254517,0.9873267412185669,0.39100733399391174,0.3154015839099884,0.26427406072616577,0.1735559105873108,0.15958842635154724,0.15587551891803741,0.1973341703414917,0.030513485421832312,0.17372365295886993
